iter:0,loss:2.2952487468719482
iter:1000,loss:1.574143409729004
iter:2000,loss:1.4937283992767334
iter:3000,loss:1.505881667137146
iter:4000,loss:1.5237470865249634
iter:5000,loss:1.5149767398834229
iter:6000,loss:1.4413652420043945
iter:7000,loss:1.461637020111084
iter:8000,loss:1.4450039863586426
iter:9000,loss:1.448279857635498
iter:10000,loss:1.5978569984436035
iter:11000,loss:1.4354466199874878
iter:12000,loss:1.5519261360168457
iter:13000,loss:1.4252657890319824
iter:14000,loss:1.4229035377502441
iter:15000,loss:1.4174168109893799
iter:16000,loss:1.6046620607376099
iter:17000,loss:1.44996178150177
iter:18000,loss:1.4223002195358276
iter:19000,loss:1.4484246969223022
iter:20000,loss:1.6239449977874756
iter:21000,loss:1.4073344469070435
iter:22000,loss:1.463895320892334
iter:23000,loss:1.411775827407837
iter:24000,loss:1.4097411632537842
iter:25000,loss:1.4920146465301514
iter:26000,loss:1.4105403423309326
iter:27000,loss:1.417111873626709
iter:28000,loss:1.4093199968338013
iter:29000,loss:1.61225426197052
iter:30000,loss:1.404597282409668
iter:31000,loss:1.4706153869628906
iter:32000,loss:1.415372371673584
iter:33000,loss:1.4654314517974854
iter:34000,loss:1.4102466106414795
iter:35000,loss:1.5208014249801636
iter:36000,loss:1.5012080669403076
iter:37000,loss:1.409109354019165
iter:38000,loss:1.5417866706848145
iter:39000,loss:1.513864517211914
iter:40000,loss:1.5270826816558838
iter:41000,loss:1.501951813697815
iter:42000,loss:1.4183332920074463
iter:43000,loss:1.4603352546691895
iter:44000,loss:1.402941346168518
iter:45000,loss:1.5785938501358032
iter:46000,loss:1.4044904708862305
iter:47000,loss:1.407099723815918
iter:48000,loss:1.4038867950439453
iter:49000,loss:1.424879789352417
iter:50000,loss:1.4019891023635864
iter:51000,loss:1.4188039302825928
iter:52000,loss:1.6166918277740479
iter:53000,loss:1.4267618656158447
iter:54000,loss:1.4027690887451172
iter:55000,loss:1.4402635097503662
iter:56000,loss:1.401792049407959
iter:57000,loss:1.513901948928833
iter:58000,loss:1.4117785692214966
iter:59000,loss:1.5025570392608643
iter:60000,loss:1.4141452312469482
iter:61000,loss:1.4031503200531006
iter:62000,loss:1.4055755138397217
iter:63000,loss:1.408247470855713
iter:64000,loss:1.6255446672439575
iter:65000,loss:1.4200291633605957
iter:66000,loss:1.4008026123046875
iter:67000,loss:1.3978737592697144
iter:68000,loss:1.4135117530822754
iter:69000,loss:1.4503917694091797
iter:70000,loss:1.3973373174667358
iter:71000,loss:1.3996548652648926
iter:72000,loss:1.4005398750305176
iter:73000,loss:1.4269907474517822
iter:74000,loss:1.4886174201965332
iter:75000,loss:1.4191312789916992
iter:76000,loss:1.3981096744537354
iter:77000,loss:1.4129021167755127
iter:78000,loss:1.405555248260498
iter:79000,loss:1.4361257553100586
iter:80000,loss:1.512615442276001
iter:81000,loss:1.455660104751587
iter:82000,loss:1.415671467781067
iter:83000,loss:1.4974656105041504
iter:84000,loss:1.3949012756347656
iter:85000,loss:1.4465243816375732
iter:86000,loss:1.4471598863601685
iter:87000,loss:1.4811429977416992
iter:88000,loss:1.4095921516418457
iter:89000,loss:1.4100786447525024
iter:90000,loss:1.3955416679382324
iter:91000,loss:1.3958148956298828
iter:92000,loss:1.3970685005187988
iter:93000,loss:1.3955259323120117
iter:94000,loss:1.453444242477417
iter:95000,loss:1.3990304470062256
iter:96000,loss:1.4483562707901
iter:97000,loss:1.5123608112335205
iter:98000,loss:1.4509273767471313
iter:99000,loss:1.433734655380249
